k,Rayyan ID,Title,Year,Species (Latin),Species (English),Genetic line (if applicable),Order,Family,Recording location,Group context,Juveniles present?,Number of animals,Number of vocalizations (total recorded),Number of vocalizations (included in analysis),Call classification,Full repertoire analysed?,"Repertoire size (hand, total)","Repertoire size (hand, juvenile) - indicate how many calls of total repertoire are juvenile ",Repertoire size (automated),Graded vs discrete (do authors mention reportoire is graded?),Data availability,Notes,Preselected non-noisy calls,Spectrogram type,FFT size,Window type,Overlap (%),Bandpass filtered,High pass freq threshold,Low pass freq threshold ,Notes (preprocess),Package,Number of features,Multi-unit calls?,Characteristics general,Syllables/units,Repeated measurements at multiple locations in call?,PRAAT measures,AvisoftSAS Lab Pro measurements,Raven Pro measurements,warblR measurements,Custom features,Custom measurement of:,Notes call features,Language,analysis_methods,Analysis based on:,Notes analysis,Open access,License,Done?,key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,notes,doi,keywords,pubmed_id,pmc_id,PDF files,n_animals,n_recs_analysed,juvenile,rep_size
17/08/2025 19:52:55,rayyan-305067415,Visual classification of feral cat Felis silvestris catus vocalizations.,2017,Felis silvestris catus,domestic cat,feral,Carnivora,Felidae,lab,group,Yes,13,,71,Hand,Yes,3,,,No,No,8 subcategories,yes,,,Hanning/Hann,,,,,"settings marked as 'default', but since no version of Raven Pro was given, unsure what those defaults are",not specified,0,No,,,,,,,,,,,not specified,,,,Yes,CC-BY-NC ,x,rayyan-305067415,Visual classification of feral cat Felis silvestris catus vocalizations.,2017,6.0,,Current Zoology,1674-5507 (Print),63.0,3.0,331-339,Owens JL and Olsen M and Fontaine A and Kloth C and Kershenbaum A and Waller S,https://pubmed.ncbi.nlm.nih.gov/29491992/,eng,,England,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.1093/cz/zox013,,29491992,PMC5804184,,13,71,0.0,3
26/10/2025 20:17:42,rayyan-305067430,Ultrasonic vocalizations in golden hamsters (Mesocricetus auratus) reveal modest sex differences and nonlinear signals of sexual motivation.,2015,Mesocricetus auratus,golden hamster,,Rodentia,Cricetidae,lab,"group, solitary",No,26,,1103,Hand,Yes,8,,,No,No,,no,,512,Hanning/Hann,80,,,,,Raven Pro,14,No,duration,,,,,"average power, aggregate entropy, average entropy, max/peak frequency, center frequency, 1st quartile frequency, 3rd quartile frequency, IQR bandwidth, filtered RMS amplitude",,min freq; delta freq; energy,,,JMP (SAS Institute),PCA,features,,Yes,CC BY 4.0,x,rayyan-305067430,Ultrasonic vocalizations in golden hamsters (Mesocricetus auratus) reveal modest sex differences and nonlinear signals of sexual motivation.,2015,,,Plos One,1932-6203 (Electronic),10.0,2.0,e0116789,Fernández-Vargas M and Johnston RE,https://pubmed.ncbi.nlm.nih.gov/25714096/,eng,,United States,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.1371/journal.pone.0116789,"Acoustics;Animals;Cricetinae;Female;Male;*Sexual Behavior, Animal;*Ultrasonic Waves;*Vocalization, Animal",25714096,PMC4340904,,26,1103,0.0,8
28/10/2025 22:14:16,rayyan-305067492,Male mice emit distinct ultrasonic vocalizations when the female leaves the social interaction arena.,2013,Mus musculus,Laboratory mouse,"B6, FVB, and BTBR strains",Rodentia,Muridae,lab,"group, solitary",No,36,,36887,Hand,No,8,,,No,No,,,,512,Hamming,75,Highpass,15000.0,,,not specified,,,,,,,,,,,,,not specified,,,,Yes,CC BY 3.0,x,rayyan-305067492,Male mice emit distinct ultrasonic vocalizations when the female leaves the social interaction arena.,2013,,,Frontiers In Behavioral Neuroscience,1662-5153 (Print),7.0,,159,Yang M and Loureiro D and Kalikhman D and Crawley JN,https://pubmed.ncbi.nlm.nih.gov/24312027/,eng,,Switzerland,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.3389/fnbeh.2013.00159,,24312027,PMC3832782,,36,36887,0.0,8
21/10/2025 21:27:27,rayyan-305067516,"Classification of vocalizations in the Mongolian gerbil, Meriones unguiculatus",2012,Meriones unguiculatus,Mongolian gerbil,,Rodentia,Muridae,lab,group,No,34,,5712,Hand,Yes,13,,,No,No,,yes,,512,Hamming,,,,,,Avisoft-SASLab Pro,13,No,duration,,,,,,,F0 start; F0 end; max F0; min F0; F0 bandwidth; time to max F0; time to min F0; number of harmonics; percentage of strongest harmonic; modulation frequency; modulation depth; duty cycle (length of syllable relative to length of total phrase),"F0, formants",,SPSS,"PCA, MDS",features,,No,,x,rayyan-305067516,"Classification of vocalizations in the Mongolian gerbil, Meriones unguiculatus.",2012,2.0,,The Journal Of The Acoustical Society Of America,1520-8524 (Electronic),131.0,2.0,1622-31,Kobayasi KI and Riquimaroux H,https://pubmed.ncbi.nlm.nih.gov/22352532/,eng,,United States,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.1121/1.3672693,"Acoustics;Animals;Female;Gerbillinae/*physiology;Male;Sound Spectrography;Vocalization, Animal/*classification/physiology",22352532,,,34,5712,0.0,13
14/10/2025 04:54:57,rayyan-305067603,"Graded calls of the smallest terrestrial mammal, the Etruscan shrew, living in a closed habitat",2024,Suncus etruscus,Etruscan shrew,,Eulipotyphla,Soricidae,lab,"group, solitary",Yes,not reported,,1131,Automated,Yes,,,4,Yes,"Yes, preprocessed",,yes,,,,,Yes,3000.0,60000.0,,Praat,22,No,duration,,,"mean F0, max F0, min F0, std F0; slope F0",,,,time to peak; time to max F0; time to min F0; voiced perc; HNR; entropy; center gravity (PF); std PF; skewness; kurtosis; F1 freq; F1 bandwidth; F2 freq; F2 bandwidth; F3 freq; F3 bandwidth ,"F0, peak frequency, formants",,R,"UMAP, Fuzzy c-means clustering",features,,Yes,CC BY 4.0,x,rayyan-305067603,"Graded calls of the smallest terrestrial mammal, the Etruscan shrew, living in a closed habitat.",2024,12.0,20.0,Iscience,2589-0042 (Electronic),27.0,12.0,111297,Langehennig-Peristenidou A and Felmy F and Scheumann M,https://pubmed.ncbi.nlm.nih.gov/39628566/,eng,,United States,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.1016/j.isci.2024.111297,,39628566,PMC11612789,,-1,1131,0.0,
02/11/2025 17:11:00,rayyan-305067604,Social vocalizations of big brown bats vary with behavioral context.,2012,Eptesicus fuscus,big brown bat,,Chiroptera,Eptesicus,lab,"group, solitary",Yes,21,,7632,"Hand, Automated",Yes,19,0.0,18,Yes,No,cross-correlation procedure template matching for further automatied classification (but fully based on pre-selected types),no,,512,,98.43,Highpass,1000.0,,,Avisoft SASLab Pro,11,Some,duration,,,,"peak frequency, min frequency, max frequency, bandwidth",,,"F0 start, F0 end, F0 middle, F0 min, F0 max, F0 bandwidth",F0,,not specified,,,,Yes,CC BY 4.0,x,rayyan-305067604,Social vocalizations of big brown bats vary with behavioral context.,2012,,,Plos One,1932-6203 (Electronic),7.0,9.0,e44550,Gadziola MA and Grimsley JM and Faure PA and Wenstrup JJ,https://pubmed.ncbi.nlm.nih.gov/22970247/,eng,,United States,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.1371/journal.pone.0044550,"Acoustics;*Animal Communication;Animals;*Behavior, Animal;Chiroptera/*physiology;Electrocardiography",22970247,PMC3436781,,21,7632,0.0,19
02/11/2025 20:28:50,rayyan-305067620,Identification of multiple call categories within the rich repertoire of adult rat 50-kHz ultrasonic vocalizations: effects of amphetamine and social context.,2010,Rattus norvegicus,rat,Long-Evans,Rodentia,Muridae,lab,"group, solitary",No,60,,not reported,Hand,No,15,,,No,No,,yes,,512,Flattop,75,,,,,Avisoft SASLab Pro,3,Some,duration,,,,"peak frequency, bandwidth",,,,,,not specified,,,no further analysis of repertoire,No,,x,rayyan-305067620,Identification of multiple call categories within the rich repertoire of adult rat 50-kHz ultrasonic vocalizations: effects of amphetamine and social context.,2010,7.0,,Psychopharmacology,1432-2072 (Electronic),211.0,1.0,1-13,Wright JM and Gourdon JC and Clarke PB,https://pubmed.ncbi.nlm.nih.gov/20443111/,eng,,Germany,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.1007/s00213-010-1859-y,"Amphetamine/*pharmacology;Animals;Behavior, Animal/drug effects;Central Nervous System Stimulants/*pharmacology;Dose-Response Relationship, Drug;Fourier Analysis;Individuality;*Interpersonal Relations;Male;Rats;Rats, Long-Evans;Sound Spectrography/methods;Statistics as Topic;Time Factors;*Ultrasonics;Vocalization, Animal/*drug effects",20443111,,,60,-1,0.0,15
04/11/2025 16:58:22,rayyan-305067667,Altered social behavior and ultrasonic communication in the dystrophin-deficient mdx mouse model of Duchenne muscular dystrophy.,2015,Mus musculus,mouse,C57BL/10ScSn-Dmdmdx/J mutant males (mdx); wild type,Rodentia,Muridae,lab,"group, solitary",No,,,79601,Hand,Yes,10,,,No,No,Automated classification based on manual criteria,no,,1024,Hamming,75,Highpass,25000.0,,,Avisoft SASLab Pro,8,Some,duration,"unit duration, number of units, unit range (units/s)",,,,,,peak freq start; peak freq end; peak amp start; peak amp end,"peak frequency, amplitude",,not specified,,,,Yes,CC BY 4.0,x,rayyan-305067667,Altered social behavior and ultrasonic communication in the dystrophin-deficient mdx mouse model of Duchenne muscular dystrophy.,2015,,,Molecular Autism,2040-2392 (Print),6.0,,60,Miranda R and Nagapin F and Bozon B and Laroche S and Aubin T and Vaillend C,https://pubmed.ncbi.nlm.nih.gov/26527530/,eng,,England,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.1186/s13229-015-0053-9,,26527530,PMC4627616,,,79601,0.0,10
03/11/2025 13:22:08,rayyan-305067689,Vocal signals with different social or non-social contexts in two wild rodent species (Mus caroli and Rattus losea).,2023,Mus caroli,Ryukyu mouse,,Rodentia,Muridae,lab,group,Yes,60,,,Hand,No,5,,,No,Upon request,,no,,1024,Hamming,93.75,,,,,Avisoft-SASLab Pro,4,No,duration,,,,"peak frequency, bandwidth, entropy",,,,,,not specified,,,,No,,x,rayyan-305067689,Vocal signals with different social or non-social contexts in two wild rodent species (Mus caroli and Rattus losea).,2023,6.0,,Animal Cognition,1435-9456 (Electronic),26.0,3.0,963-972,Chen Y and Xiang Z and Su Q and Qin J and Liu Q,https://pubmed.ncbi.nlm.nih.gov/36683113/,eng,,Germany,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.1007/s10071-023-01745-6,"Mice;Female;Rats;Animals;*Vocalization, Animal;*Rodentia;Phylogeny;Ultrasonics;Social Behavior",36683113,,,60,,0.0,5
05/11/2025 10:49:18,rayyan-305067780,Stereotypy and variability of social calls among clustering female big-footed myotis (Myotis macrodactylus).,2018,Myotis macrodactylus,big-footed myotis,,Chiroptera,Vespertilionidae,lab,group,No,5,,885,Hand,No,37,,,No,No,"Repertoire size based on combied syllables, 4 syllable types",yes,,512,,87.5,,,,,Avisoft-SasLab Pro,6,All,duration,"number of units, number of different units",,,"min frequency, max frequency",,,mean peak freq,peak frequency,,not specified,,,,Yes,CC BY 4.0,x,rayyan-305067780,Stereotypy and variability of social calls among clustering female big-footed myotis (Myotis macrodactylus).,2018,3.0,18.0,Zoological Research,2095-8137 (Print),39.0,2.0,114-122,Xiao YH and Wang L and Hoyt JR and Jiang TL and Lin AQ and Feng J,https://pubmed.ncbi.nlm.nih.gov/29515093/,eng,,China,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.24272/j.issn.2095-8137.2018.026,"Acoustics;Animals;*Chiroptera/psychology;Female;Social Behavior;*Vocalization, Animal",29515093,PMC5885389,,5,885,0.0,37
22/10/2025 20:22:22,rayyan-305067808,The acoustic behavior of the Brazilian caatinga big rodent is incongruent to its actual position in Hydrochoerinae,2021,Kerodon rupestris,Rock cavy,,Rodentia,Caviidae,lab,group,No,13,,602,Hand,Yes,13,,,No,No,,yes,,"512, 2048",Hanning/Hann,90,No,,,,Raven Pro,4,No,duration,,,,,,,"min freq, max freq, dominant freq",dominant frequency,,not specified,,,,No,,x,rayyan-305067808,The acoustic behavior of the Brazilian caatinga big rodent is incongruent to its actual position in Hydrochoerinae.,2021,12.0,,Behavioural Processes,1872-8308 (Electronic),193.0,,104523,Monticelli PF and Alencar-Jr RN,https://pubmed.ncbi.nlm.nih.gov/34592346/,eng,,Netherlands,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.1016/j.beproc.2021.104523,"Acoustics;Animals;Brazil;Guinea Pigs;Phylogeny;*Rodentia;*Vocalization, Animal",34592346,,,13,602,0.0,13
18/10/2025 21:24:17,rayyan-305067841,Quantitative analysis of the vocal repertoire of squirrel monkeys (Saimiri sciureus).,1975,Saimiri sciureus,squirrel monkey,,Primates,Cebidae,lab,"group, solitary",Yes,19,,6120,Hand,Yes,6,,,Yes,No,,,,,,,Yes,,,,not specified,,Some,duration,"number of units, first unit duration; last unit duration",,,,,,F0 start; F0 middle; F0 end; dB difference F0-F1; dB difference F1-F2; dB difference F3-F2; dB difference F4-F3; F0 bandwidth,"F0, formants, amplitude",number of features differs per call type,not specified,,,,No,,x,rayyan-305067841,Quantitative analysis of the vocal repertoire of squirrel monkeys (Saimiri sciureus).,1975,10.0,,Ethology,0044-3573 (Print),38.0,3.0,225-50,Schott D,https://pubmed.ncbi.nlm.nih.gov/813419/,eng,,Germany,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.1111/j.1439-0310.1975.tb02002.x,"Animals;Behavior, Animal;Communication;Female;Haplorhini/*physiology;Male;Saimiri/*physiology;Vocal Cords/physiology;*Voice",813419,,,19,6120,0.0,6
16/10/2025 14:18:59,rayyan-305067862,Social calls of flying big brown bats (Eptesicus fuscus),2013,Eptesicus fuscus,big brown bat,,Chiroptera,Vespertilionidae,lab,group,Yes,36,,764,Hand,No,7,,,No,No,,,,,,,,,,nothing reported,not reported,4,Some,duration,,,,,,,start freq; middle freq; end freq,,,not specified,DFA,features,,Yes,CC BY 3.0,x,rayyan-305067862,Social calls of flying big brown bats (Eptesicus fuscus).,2013,,,Frontiers In Physiology,1664-042X (Print),4.0,,214,Wright GS and Chiu C and Xian W and Wilkinson GS and Moss CF,https://pubmed.ncbi.nlm.nih.gov/23966949/,eng,,Switzerland,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.3389/fphys.2013.00214,,23966949,PMC3744909,,36,764,0.0,7
06/11/2025 13:25:38,rayyan-305067868,Acoustic signaling in the black rat (Rattus rattus).,1990,Rattus rattus,black rat,,Rodentia,Muridae,lab,group,Unknown,,,,Hand,Yes,10,1.0,,No,No,,,,,,,,,,no further analysis,not specified,,,,,,,,,,,,no further analysis,not specified,,,no further analysis,No,,x,rayyan-305067868,Acoustic signaling in the black rat (Rattus rattus).,1990,9.0,,"Journal Of Comparative Psychology (Washington, D.C. : 1983)",0735-7036 (Print),104.0,3.0,227-32,Kaltwasser MT,https://pubmed.ncbi.nlm.nih.gov/2225759/,eng,,United States,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.1037/0735-7036.104.3.227,"Agonistic Behavior;*Animal Communication;Animals;Animals, Newborn/psychology;Arousal;Orientation;Rats/*psychology;Sexual Behavior, Animal;Social Environment;Sound Spectrography;*Species Specificity;*Vocalization, Animal",2225759,,,,,1.0,10
06/11/2025 13:34:37,rayyan-305067912,"Vocal repertoire of the squirrel monkey (Saimiri sciureus), its analysis and significance.",1966,Saimiri sciureus,squirrel monkey,,Primates,Cebidae,lab,"group, solitary",Yes,,,250,Hand,Yes,26,2.0,,No,No,26 calls in 6 groups,,,,,,,,,no further analysis,not specified,,,,,,,,,,,,no further analysis,not specified,,,no further analysis,No,,x,rayyan-305067912,"Vocal repertoire of the squirrel monkey (Saimiri sciureus), its analysis and significance.",1966,,,Experimental Brain Research,0014-4819 (Print),1.0,4.0,359-84,Winter P and Ploog D and Latta J,https://pubmed.ncbi.nlm.nih.gov/4958770/,eng,,Germany,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.1007/BF00237707,"Adaptation, Biological;Animals;*Behavior, Animal;Biological Evolution;*Communication;Female;*Haplorhini;Male;Sound;Tape Recording",4958770,,,,250,2.0,26
17/08/2025 20:06:47,rayyan-308549144,"Vocal repertoire of the critically endangered white-headed langur ( Trachypithecus leucocephalus): Call types, acoustic structures, and related social-ecological contexts.",2022,Trachypithecus leucocephalus,white-headed langur,,Primates,Cercopithecidae,lab,group,Yes,unclear,28697.0,409,Hand,Yes,17,6.0,,No,No,likely ~68 animal recorded,yes,,1024,Hamming,87.5,No,,,,Avisoft-SASLab Pro,25,Some,duration,,"entire call, start, center, end",,"peak frequency, min frequency, max frequency, bandwidth, entropy, HNR",,,,,,R,"DFA, PCA",features,,Yes,CC BY-NC 4.0,x,rayyan-308549144,"Vocal repertoire of the critically endangered white-headed langur ( Trachypithecus leucocephalus): Call types, acoustic structures, and related social-ecological contexts.",2022,9.0,18.0,Zoological Research,2095-8137 (Print),43.0,5.0,875-879,Fan PL and Li JX and Yang LT and Sun T and Wu SJ and Grueter CC and Huang CM and Zhou QH and Li M,https://pubmed.ncbi.nlm.nih.gov/36031770/,eng,,China,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.24272/j.issn.2095-8137.2022.147,Acoustics;Animals;*Colobinae;Endangered Species,36031770,PMC9486528,,-1,409,6.0,17
10/12/2025 04:32:07,rayyan-380414577,The vocal repertoire of the northern giant mouse lemur (Mirza zaza) in captivity,2020,Mirza zaza,giant mouse lemur,,Primates,Cheirogaleidae,lab,"group, solitary",Yes,39,,1129,Hand,Yes,10,,,Yes,No,,,,,,,,,,not reported,Kay Sona-Graph,8,,duration,,,,,,,F0 start; F0 peak; F0 min; F0 end; F max; peak freq; call interval,F0,,SPSS,DFA,features,,No,,x,rayyan-380414577,The vocal repertoire of the northern giant mouse lemur (Mirza zaza) in captivity,2020,,,International Journal Of Primatology,0164-0291,41.0,5.0,732-763,"Hending, Daniel and Seiler, Melanie and Stanger-Hall, Kathrin F",,,,,,,,,,,39,1129,0.0,10
19/12/2025 21:52:38,rayyan-380414582,Vocal communication in raccoons (Procyon lotor),1984,Procyon lotor,raccoon,,Carnivora,Procyonidae,lab,group,Yes,20,,,Hand,Yes,13,4.0,,Yes,No,,no,,,,,,,,,Kay Sona-Graph,9,Some,,"unit duration, inter unit interval, number of units, unit range (units/s)",,,,,,F0 min; F0 max; first peak; second peak; third peak,F0,,not specified,,,,No,,x,rayyan-380414582,Vocal communication in raccoons (Procyon lotor),1984,,,Behaviour,0005-7959,90.0,1.0,80-113,"Sieber, Otto J",,,,,,,,,,,20,,4.0,13
05/01/2026 06:46:15,rayyan-380414586,Vocalizations of the Siberian ferret (Mustela eversmanni) and comparisons with other mustelids,1987,Mustela eversmanni,Siberian ferret,,Carnivora,Mustelidae,lab,solitary,No,6,,,Hand,Yes,6,,,No,No,,no,,,,,,,,,Kay Sona-Graph,,,duration,,,,,,,freq,,,not specified,,,,No,,x,rayyan-380414586,Vocalizations of the Siberian ferret (Mustela eversmanni) and comparisons with other mustelids,1987,,,Journal Of Mammalogy,0022-2372,68.0,2.0,413-416,"Farley, Sean D and Lehner, Philip N and Clark, Tim and Trost, Charles",,,,,,,,,,,6,,0.0,6
02/12/2025 16:14:49,rayyan-380414604,Acoustic signals of a solitary subterranean rodent Ctenomys talarum (Rodentia: Ctenomyidae): physical characteristics and behavioural correlates,2002,Ctenomys talarum,Talas tuco-tuco,,Rodentia,Ctenomyidae,lab,group,No,24,,222,Hand,Yes,4,,,No,No,,no,linear,512,Hamming,,No,,,,Spectrogram 5.1.6,6,Some,duration,"unit duration, inter unit interval",per syllable,,,,,max freq; min freq; dominant freq,dominant frequency,,not specified,,,,No,,x,rayyan-380414604,Acoustic signals of a solitary subterranean rodent Ctenomys talarum (Rodentia: Ctenomyidae): physical characteristics and behavioural correlates,2002,9.0,1.0,Journal Of Ethology,1439-5444,20.0,2.0,123-131,"Schleich, Cristian and Busch, Cristina",https://doi.org/10.1007/s10164-002-0064-9,,,,,,10.1007/s10164-002-0064-9,,,,24,222,0.0,4
09/12/2025 11:06:19,rayyan-380414605,"Vocalisations of the degu octodon degus, a social caviomorph rodent",2007,octodon degus,degu,,Rodentia,Octodontidae,lab,,Yes,17,,3535,Hand,Yes,15,2.0,,No,No,,yes,,,Hanning/Hann,,,,,,Alien Connections Pristine Sounds 2000,4,Some,duration,number of units,,,,,,mean Fmax; mean Fmin,,,not specified,,,,No,,x,rayyan-380414605,"VOCALISATIONS OF THE DEGU OCTODON DEGUS, A SOCIAL CAVIOMORPH RODENT",2007,1.0,1.0,Bioacoustics,0952-4622,16.0,3.0,223-244,"LONG, C. V.",https://doi.org/10.1080/09524622.2007.9753579,,,,,<p>doi: 10.1080/09524622.2007.9753579</p>,10.1080/09524622.2007.9753579,,,,17,3535,2.0,15
14/12/2025 15:54:19,rayyan-380414606,"The rich acoustic repertoire of a precocious rodent, the wild cavy Cavia aperea",2013,Cavia aperea,Brazilian guinea pig,,Rodentia,Caviidae,lab,"group, solitary",Yes,86,,,Hand,No,8,,,Yes,No,Also noted 2 more classes not seen in this paper,no,,,,,,,,not reported,Avisoft SASLab,7,All,,"unit duration, inter unit interval, number of units, unit range (units/s)",,,"min frequency, max frequency",,,dominant frequency; number of harmonics,dominant frequency,,not specified,,,,No,,x,rayyan-380414606,"The rich acoustic repertoire of a precocious rodent, the wild cavy Cavia aperea",2013,2.0,1.0,Bioacoustics,0952-4622,22.0,1.0,49-66,"Monticelli, Patrícia Ferreira and Ades, César",https://doi.org/10.1080/09524622.2012.711516,,,,,<p>doi: 10.1080/09524622.2012.711516</p>,10.1080/09524622.2012.711516,,,,86,,0.0,8
07/12/2025 23:10:17,rayyan-380414608,"Vocal Repertoire of Captive Capybara (Hydrochoerus hydrochaeris): Structure, Context and Function",2011,Hydrochoerus hydrochaeris,Capybara,,Rodentia,Caviidae,lab,group,Yes,28,2069.0,632,Hand,Yes,8,2.0,,No,No,,yes,,512,Hamming,93.75,,,,,Avisoft-SASLab Pro,6,Some,,unit duration,per note,,"min frequency, max frequency, bandwidth",,,"dominant frequency, number of harmonics",dominant frequency,,not specified,DFA,features,,No,,x,rayyan-380414608,"Vocal Repertoire of Captive Capybara (Hydrochoerus hydrochaeris): Structure, Context and Function",2011,1.0,1.0,Ethology,0179-1613,117.0,1.0,83-94,"Barros, Kamila S. and Tokumaru, Rosana S. and Pedroza, Janine P. and Nogueira, Selene S. C.",https://doi.org/10.1111/j.1439-0310.2010.01853.x,,,,,,10.1111/j.1439-0310.2010.01853.x,,,,28,632,2.0,8
20/12/2025 22:03:36,rayyan-380414610,The Vocal Repertoire of Pale Spear-Nosed Bats in a Social Roosting Context,2019,Phyllostomus discolor,pale spear-nosed bat,,Chiroptera,Phyllostomidae,lab,group,No,6,56840.0,18658,Hand,Yes,13,,,No,No,,yes,,,,,,,,,MATLAB,19,No,duration,,,,,,,max amplitude; spectral centroid frequency; PF; min freq; max freq; bandwidth; mean F0; min F0; max F0; start F0; coefficients of the best-fitting linear (degree 1) polynomial F0; quadratic (degree 2) polynomial to the raw contour of the F0; RMSE between fitted polynomials and F0,"F0, peak frequency, amplitude",,MATLAB,LDA,features,,No,,x,rayyan-380414610,The Vocal Repertoire of Pale Spear-Nosed Bats in a Social Roosting Context,2019,,,Frontiers In Ecology And Evolution,2296-701X,,,,"Lattenkamp, Ella Z. and Shields, Stephanie M. and Schutte, Michael and Richter, Jassica and Linnenschmidt, Meike and Vernes, Sonja C. and Wiegrebe, Lutz",https://www.frontiersin.org/journals/ecology-and-evolution/articles/10.3389/fevo.2019.00116,,,,,,,,,,6,18658,0.0,13
05/01/2026 12:03:55,rayyan-380414612,The Vocal Repertoire of Two Sympatric Species of Nectar-Feeding Bats (Glossophaga soricina and G. commissarisi),2010,Glossophaga soricina,Pallas's long-tongued bat,,Chiroptera,Phyllostomidae,lab,group,,,,151,Hand,Yes,15,,,No,No,,no,,1024,Hamming,87.5,,,,,Avisoft SASlab Pro,30,No,duration,,five different regions even- ly distributed over the call,,"peak frequency, min frequency, max frequency, bandwidth",,,distance to maximum amplitude,,,SPSS,"DFA, k-medians clustering",features,,No,,x,rayyan-380414612,The Vocal Repertoire of Two Sympatric Species of Nectar-Feeding Bats (Glossophaga soricina and G. commissarisi),2010,6.0,1.0,Acta Chiropterologica,,12.0,1.0,205-215,Mirjam Knörnschild and Volker Glöckner and Otto Von Helversen,https://doi.org/10.3161/150811010X504707,,,,,,10.3161/150811010X504707,,,,,151,0.0,15
05/12/2025 16:33:54,rayyan-380414615,Vocal repertoire of adult captive red pandas (Ailurus fulgens),2016,Ailurus fulgens,red panda,,Carnivora,Ailuridae,lab,group,No,3,197.0,114,Hand,Yes,7,,,No,No,,yes,,1102.5,Gaussiam,,,,,,Praat,6,No,duration,,,"mean F0, max F0, min F0, range F0, F0 std",,,,,,,SPSS,DFA,features,,No,,x,rayyan-380414615,Vocal repertoire of adult captive red pandas (Ailurus fulgens),2016,1.0,1.0,Animal Biology,,66.0,2.0,145-155,"Cao, Dandan and Zhou, Hong and Wei, Wei and Lei, Miaowen and Yuan, Shibin and Qi, Dunwu and Zhang, Zejun",https://brill.com/view/journals/ab/66/2/article-p145_3.xml,English,,,,,10.1163/15707563-00002493,,,,3,114,0.0,7
08/12/2025 10:08:46,rayyan-380414617,Vocal behavior of the Mongolian gerbil in a seminatural enclosure,2012,Meriones unguiculatus,Mongolian gerbil,Meriones unguiculatus,Rodentia,Muridae,lab,group,Yes,,,268,Hand,Yes,6,,,No,No,"Classified based on behaviors, not call features",no,,,,,Highpass,2000.0,,not reported,Cool Edit Pro; Praat,3,Some,,,,amplitude modulations,,,,average F0; F0 range,F0,,not specified,,,,No,,x,rayyan-380414617,Vocal behavior of the Mongolian gerbil in a seminatural enclosure,2012,1.0,1.0,Behaviour,,149.0,5.0,461-492,"Ter-Mikaelian, Maria and Yapa, Wipula B. and Rübsamen, Rudolf",https://brill.com/view/journals/beh/149/5/article-p461_1.xml,English,,,,,10.1163/156853912X639778,,,,,268,0.0,6
02/01/2026 11:28:34,rayyan-380414623,The Structure and Usage of Female and Male Mouse Ultrasonic Vocalizations Reveal only Minor Differences,2012,Mus musculus,mouse,,Rodentia,Muridae,lab,"group, solitary",No,40,,5278,Automated,No,3,,,No,No,CC BY 4.0,no,,512,,,,,,,LMA,8,No,duration,,,,,,,PF start; PF max; time to PF max; max PF jump; time to max PF jump; slope,peak frequency,,SPSS,"DFA, two-step clustering",features,,Yes,,x,rayyan-380414623,The Structure and Usage of Female and Male Mouse Ultrasonic Vocalizations Reveal only Minor Differences,2012,7.0,17.0,Plos One,,7.0,7.0,e41133,"Hammerschmidt, Kurt and Radyushkin, Konstantin and Ehrenreich, Hannelore and Fischer, Julia",https://doi.org/10.1371/journal.pone.0041133,,,,,,10.1371/journal.pone.0041133,,,,40,5278,0.0,3
10/12/2025 04:50:24,rayyan-380414626,"Vocal behaviour during aggressive encounters between Siberian hamsters, Phodopus sungorus",2015,Phodopus sungorus,Siberian hamster,,Rodentia,Cricetidae,lab,group,No,68,,162,Hand,No,7,,,No,No,,no,,512,Hamming,50,,,,,Avisoft SASlab Pro,5,,duration,,,,,,,start freq; max freq; end freq; mean freq; freq modulation,,,not specified,,,,No,,x,rayyan-380414626,"Vocal behaviour during aggressive encounters between Siberian hamsters, Phodopus sungorus",2015,4.0,1.0,Animal Behaviour,0003-3472,102.0,,85-93,"Keesom, Sarah M. and Rendon, Nikki M. and Demas, Gregory E. and Hurley, Laura M.",https://www.sciencedirect.com/science/article/pii/S0003347215000238,,,,,,10.1016/j.anbehav.2015.01.014,vocal repertoire;acoustic analysis;agonism;call structure;dominance;same-sex aggression,,,68,162,0.0,7
